Year,Country,NUTS2_Code,Econ_Freedom,Pop,GDP_Millions_Euro,Total_Household_Income,Tourism_NightStays,Flight_Arrivals,Year_PostBudget,Tourism_Employed
2014,ES,ES70,67.2,2114845,"39,832.02","25,253.90","11,248,726","17,136",1,
2015,ES,ES70,67.6,2126144,"41,150.18","26,075.20","10,997,685","17,573",1,
2016,ES,ES70,68.5,2135209,"42,665.71","27,067.10","11,405,138","19,848",1,
2017,ES,ES70,63.6,2154978,"44,502.72",:,"11,346,422","21,553",1,
2007,FI,FI19,74,1338973,"42,385.52","25,293.09","3,468,849",660,0,
2008,FI,FI19,74.6,1344565,"44,183.42","26,583.12","3,501,877",680,0,
2009,FI,FI19,74.5,1349600,"41,018.99","25,797.07","3,426,567",600,0,
2010,FI,FI19,73.8,1355168,"42,531.95","26,431.85","3,572,739",550,0,
2011,FI,FI19,74,1360041,"45,371.15","27,872.30","3,577,681",606,0,
2012,FI,FI19,72.3,1365259,"45,982.22","28,679.84","3,616,646",559,0,
2013,FI,FI19,74,1370384,"46,037.38","29,336.74","3,562,813",461,0,
2014,FI,FI19,73.4,1374403,"46,366.15","29,168.60","3,366,937",438,0,
2015,FI,FI19,73.4,1377281,"47,043.05","29,387.52","3,412,442",397,0,
2016,FI,FI19,72.6,1379116,"48,039.11","29,932.96","3,419,982",326,0,
2017,FI,FI19,74,1380593,"49,804.43",:,"3,498,060",347,0,
2007,FI,FI1B,74,1467453,"69,675.70","37,314.40","2,334,851","6,566",0,
2008,FI,FI1B,74.6,1483719,"72,790.89","39,692.25","2,444,700","6,696",0,
2009,FI,FI1B,74.5,1501511,"69,996.63","39,947.54","2,421,372","6,296",0,
2010,FI,FI1B,73.8,1517542,"72,507.86","40,869.23",:,"6,403",1,
2011,FI,FI1B,74,1532309,"74,378.39","42,909.79","2,842,319","7,431",1,
2012,FI,FI1B,72.3,1549058,"75,033.47","44,062.16","2,870,188","7,422",1,
2013,FI,FI1B,74,1566835,"77,725.46","44,504.92","2,772,379","7,625",1,
2014,FI,FI1B,73.4,1585473,"78,475.89","45,082.76","2,778,687","7,971",1,
2015,FI,FI1B,73.4,1603388,"81,769.20","46,290.63","2,956,620","8,204",1,
2016,FI,FI1B,72.6,1620261,"84,256.20","47,534.51","2,974,866","8,575",1,
2017,FI,FI1B,74,1638293,"86,714.15",:,"3,434,557","9,473",1,
2007,FI,FI1C,74,1145658,"36,522.26","21,879.10","2,500,430",162,0,
2008,FI,FI1C,74.6,1148208,"37,419.27","22,942.66","2,464,561",167,0,
2009,FI,FI1C,74.5,1151466,"34,218.96","22,360.72","2,365,997",143,0,
2010,FI,FI1C,73.8,1153839,"34,461.78","22,798.34",:,204,0,
2011,FI,FI1C,74,1156791,"37,230.03","23,819.72","2,480,764",242,0,
2012,FI,FI1C,72.3,1159039,"38,108.24","24,477.56","2,489,802",270,0,
2013,FI,FI1C,74,1160732,"38,160.53","24,796.08","2,402,739",208,0,
2014,FI,FI1C,73.4,1161882,"38,696.19","24,716.88","2,368,347",191,0,
2015,FI,FI1C,73.4,1161706,"38,915.15","24,893.09","2,368,834",172,0,
2016,FI,FI1C,72.6,1160491,"40,148.79","25,252.57","2,483,940",160,0,
2017,FI,FI1C,74,1159174,"42,208.35",:,"2,520,103",165,0,
2007,FI,FI1D,74,1297948,"36,830.68","22,244.79","5,231,677","1,231",0,
2008,FI,FI1D,74.6,1296839,"38,161.75","23,146.95","5,367,654","1,177",0,
2009,FI,FI1D,74.5,1296281,"34,572.71","22,333.82","5,298,783","1,027",0,
2010,FI,FI1D,73.8,1297144,"36,372.57","23,167.03","5,418,979",996,0,
2011,FI,FI1D,74,1298128,"38,606.50","24,428.12","5,413,405","1,218",0,
2012,FI,FI1D,72.3,1299557,"39,283.09","24,864.93","5,378,930","1,294",0,
2013,FI,FI1D,74,1300222,"40,008.02","25,564.88","5,480,643","1,165",0,
2014,FI,FI1D,73.4,1300846,"40,549.83","25,548","5,409,759","1,206",0,
2015,FI,FI1D,73.4,1300462,"40,448.23","25,655.08","5,324,899","1,227",0,
2016,FI,FI1D,72.6,1298457,"42,252.51","26,125.21","5,530,573","1,280",0,
2017,FI,FI1D,74,1296023,"43,676.98",:,"5,552,899","1,361",0,
2007,FI,FI20,74,26923,"1,098.10",621.63,"172,643",32,0,
2008,FI,FI20,74.6,27153,"1,085.53",702.03,"184,274",31,0,
2009,FI,FI20,74.5,27456,"1,149.30",712.85,"164,613",29,0,
2010,FI,FI20,73.8,27734,"1,148.40",726.56,"170,254",25,0,
2011,FI,FI20,74,28007,"1,193.19",768.07,"166,234",28,0,
2012,FI,FI20,72.3,28354,"1,300.84",773.51,"159,057",28,0,
2013,FI,FI20,74,28501,"1,341.98",795.38,"162,036",27,0,
2014,FI,FI20,73.4,28666,"1,320.56",794.77,"151,590",27,0,
2015,FI,FI20,73.4,28916,"1,368.26",824,"164,978",30,0,
2016,FI,FI20,72.6,28983,"1,356.98",830,"162,797",30,0,
2017,FI,FI20,74,29214,"1,383.16",:,"165,701",32,0,
2007,FR,FR10,62.1,11598866,:,"330,129.40","30,746,135","42,969",0,
2008,FR,FR10,64.7,11659260,:,"337,277.50","30,231,955","43,327",0,
2009,FR,FR10,63.3,11728240,:,"331,626","29,795,201","41,425",0,
2010,FR,FR10,64.2,11786234,:,"340,994.10","36,059,056","41,591",0,
2011,FR,FR10,64.6,11852851,:,"349,247","36,583,867","43,871",0,
2012,FR,FR10,63.2,11898502,:,"357,661.30","36,215,571","44,236",0,
2013,FR,FR10,64.1,11959807,:,"357,260.70","32,961,167","45,037",0,
2014,FR,FR10,63.5,12027565,:,"362,541.60","32,905,140","46,226",0,
2015,FR,FR10,62.5,12082144,"671,048.25","368,026.70","33,594,663","47,678",0,
2016,FR,FR10,62.3,12117132,"683,961.78","371,837.50","32,917,324","48,698",0,
2017,FR,FR10,63.3,12152461,"709,196.69",:,"37,113,564","50,777",0,
2007,FR,FRB0,62.1,2526919,:,"48,707.70","5,113,387",44,0,
2008,FR,FRB0,64.7,2531588,:,"50,510.30","5,210,771",47,0,
2009,FR,FRB0,63.3,2538590,:,"49,442.80","5,155,024",56,0,
2010,FR,FRB0,64.2,2548065,:,"50,647.10","6,674,454",:,0,
2011,FR,FRB0,64.6,2556835,:,"51,730.40","6,817,167",:,0,
2012,FR,FRB0,63.2,2563586,:,"52,190.50","6,808,277",82,0,
2013,FR,FRB0,64.1,2570548,:,"52,250.10","6,806,908",88,0,
2014,FR,FRB0,63.5,2577435,:,"52,596.20","6,697,652",90,0,
2015,FR,FRB0,62.5,2578592,"70,229.86","52,889.70","6,931,921",93,0,
2016,FR,FRB0,62.3,2577866,"70,526.18","53,626.70","7,310,876",99,0,
2017,FR,FRB0,63.3,2575917,"71,492.52",:,"7,531,425",93,0,
2007,FR,FRC1,62.1,1633891,:,"31,165.60","3,700,436",7,0,
2008,FR,FRC1,64.7,1638588,:,"31,070.70","3,736,302",7,0,
2009,FR,FRC1,63.3,1642440,:,"30,417.90","3,734,637",:,0,
2010,FR,FRC1,64.2,1642115,:,"31,010","4,058,911",:,0,
2011,FR,FRC1,64.6,1642734,:,"31,570.20","4,233,627",:,0,
2012,FR,FRC1,63.2,1641130,:,"32,088.60","4,212,237",:,0,
2013,FR,FRC1,64.1,1642687,:,"32,076.60","4,112,794",:,0,
2014,FR,FRC1,63.5,1642551,:,"32,477.50","4,040,952",:,0,
2015,FR,FRC1,62.5,1641205,"44,669.61","32,339.70","4,221,663",:,0,
2016,FR,FRC1,62.3,1637941,"44,263.44","32,817.80",:,:,0,
2017,FR,FRC1,63.3,1633186,"44,411.59",:,:,:,0,
2007,FR,FRC2,62.1,1158671,:,"21,517.60","2,038,976",:,0,
2008,FR,FRC2,64.7,1163931,:,"21,936.40","2,159,771",:,0,
2009,FR,FRC2,63.3,1168208,:,"21,435.30","2,208,862",:,0,
2010,FR,FRC2,64.2,1171763,:,"22,072.60","2,902,678",:,0,
2011,FR,FRC2,64.6,1173440,:,"23,067.20","2,885,509",:,0,
2012,FR,FRC2,63.2,1175684,:,"22,851.10","2,809,442",:,0,
2013,FR,FRC2,64.1,1177096,:,"22,934.90","2,794,986",:,0,
2014,FR,FRC2,63.5,1178072,:,"23,330.10","2,732,624",:,0,
2015,FR,FRC2,62.5,1179735,"29,404.70","23,693.80","2,858,902",:,0,
2016,FR,FRC2,62.3,1180397,"29,579.68","24,109.80","2,850,784",:,0,
2017,FR,FRC2,63.3,1179419,"30,394.55",:,"2,909,894",:,0,
2007,FR,FRD1,62.1,1461429,:,"25,554.10","4,897,346",98,0,
2008,FR,FRD1,64.7,1467425,:,"26,820.50","4,873,064",99,0,
2009,FR,FRD1,63.3,1470880,:,"26,439","5,081,649",83,0,
2010,FR,FRD1,64.2,1473494,:,"27,006.30","6,323,007",:,0,
2011,FR,FRD1,64.6,1475684,:,"27,264.40","6,320,548",:,0,
2012,FR,FRD1,63.2,1477209,:,"27,795.10","6,262,583",:,0,
2013,FR,FRD1,64.1,1478712,:,"27,750","6,181,923",:,0,
2014,FR,FRD1,63.5,1479378,:,"28,020.70","6,053,975",:,0,
2015,FR,FRD1,62.5,1479484,"38,680.85","28,076.80","6,254,269",:,0,
2016,FR,FRD1,62.3,1477349,"38,905.27","28,536.60","6,307,675",:,0,
2017,FR,FRD1,63.3,1473939,"39,416.71",:,"6,724,237",:,0,
2007,FR,FRD2,62.1,1816716,:,"34,737","2,401,429",45,0,
2008,FR,FRD2,64.7,1825667,:,"36,241.50","2,590,236",37,0,
2009,FR,FRD2,63.3,1832942,:,"35,353.50","2,646,732",34,0,
2010,FR,FRD2,64.2,1836954,:,"35,873.20","3,859,730",:,0,
2011,FR,FRD2,64.6,1839393,:,"36,588.90","4,001,973",:,0,
2012,FR,FRD2,63.2,1845547,:,"37,412.60","3,806,268",:,0,
2013,FR,FRD2,64.1,1849652,:,"37,304","3,972,502",:,0,
2014,FR,FRD2,63.5,1856267,:,"37,679.20","4,009,113",:,0,
2015,FR,FRD2,62.5,1859647,"53,128.69","37,817.70","3,927,343",:,0,
2016,FR,FRD2,62.3,1858580,"53,234.97","38,296.60",:,:,0,
2017,FR,FRD2,63.3,1858680,"53,986.93",:,:,:,0,
2007,FR,FRE1,62.1,4021676,:,"67,240.50","4,554,952",525,0,
2008,FR,FRE1,64.7,4024490,:,"70,500.30","4,711,125",512,0,
2009,FR,FRE1,63.3,4033197,:,"68,894.60","4,563,362",570,0,
2010,FR,FRE1,64.2,4038157,:,"70,485.50","5,152,092",577,0,
2011,FR,FRE1,64.6,4042015,:,"72,095.80","5,310,239",574,0,
2012,FR,FRE1,63.2,4050756,:,"73,363.80","5,376,125",685,0,
2013,FR,FRE1,64.1,4060741,:,"72,872.50","5,498,882",825,0,
2014,FR,FRE1,63.5,4076061,:,"73,827.90","5,524,121",787,0,
2015,FR,FRE1,62.5,4077886,"108,934.72","74,841","5,767,425",761,0,
2016,FR,FRE1,62.3,4074448,"109,880.34","75,753.40",:,886,0,
2017,FR,FRE1,63.3,4071241,"111,507.57",:,"6,062,947",947,0,
2007,FR,FRE2,62.1,1900354,:,"34,716.30","2,205,003","1,076",0,
2008,FR,FRE2,64.7,1906601,:,"37,294.20","2,240,023","1,237",0,
2009,FR,FRE2,63.3,1911157,:,"35,934.60","2,516,395","1,290",0,
2010,FR,FRE2,64.2,1914844,:,"36,557.30","3,549,144","1,459",0,
2011,FR,FRE2,64.6,1918155,:,"37,243.20","3,841,125","1,828",0,
2012,FR,FRE2,63.2,1922342,:,"37,839.20","3,748,863","1,922",0,
2013,FR,FRE2,64.1,1927142,:,"37,657","3,837,731","1,959",0,
2014,FR,FRE2,63.5,1930095,:,"37,949.60","3,786,396","2,001",0,
2015,FR,FRE2,62.5,1932090,"48,381.65","38,288.40","3,772,204","2,148",0,
2016,FR,FRE2,62.3,1932422,"47,626.45","38,890",:,"1,985",0,
2017,FR,FRE2,63.3,1930305,"47,641.41",:,:,"1,813",0,
2007,FR,FRF1,62.1,1827248,:,"37,454.40","3,856,730","2,978",0,
2008,FR,FRF1,64.7,1837087,:,"38,405.10","3,931,488","2,778",0,
2009,FR,FRF1,63.3,1843053,:,"37,492.40","4,053,320","2,448",0,
2010,FR,FRF1,64.2,1845687,:,"38,268.80","4,912,607","2,547",0,
2011,FR,FRF1,64.6,1852325,:,"39,983.40","5,235,962","3,005",0,
2012,FR,FRF1,63.2,1859869,:,"40,568","5,144,749","3,225",0,
2013,FR,FRF1,64.1,1868183,:,"40,861.40","5,160,119","3,480",0,
2014,FR,FRF1,63.5,1872949,:,"41,398.80","5,288,834","3,820",0,
2015,FR,FRF1,62.5,1879265,"56,713.17","42,348.30","5,373,453","4,107",0,
2016,FR,FRF1,62.3,1884150,"57,699.74","42,614.40","5,505,347","4,170",0,
2017,FR,FRF1,63.3,1886550,"59,768.10",:,"5,904,836","4,524",0,
2007,FR,FRF2,62.1,1339487,:,"24,834.90","2,096,327",2,0,
2008,FR,FRF2,64.7,1338004,:,"24,977.10","2,099,818",2,0,
2009,FR,FRF2,63.3,1337953,:,"24,358.50","2,045,458",1,0,
2010,FR,FRF2,64.2,1335923,:,"24,527","2,222,601",11,0,
2011,FR,FRF2,64.6,1336053,:,"25,227.30","2,416,564",26,0,
2012,FR,FRF2,63.2,1339270,:,"25,518.60","2,520,825",43,0,
2013,FR,FRF2,64.1,1339008,:,"25,460.50","2,668,222",49,0,
2014,FR,FRF2,63.5,1339299,:,"25,673.80","2,680,618",48,0,
2015,FR,FRF2,62.5,1338255,"37,347.90","25,712.70","2,601,700",40,0,
2016,FR,FRF2,62.3,1333248,"36,911.08","25,962.10",:,65,0,
2017,FR,FRF2,63.3,1328826,"37,108.72",:,:,:,0,
2007,FR,FRF3,62.1,2339881,:,"42,377.80","3,349,808",157,0,
2008,FR,FRF3,64.7,2346361,:,"43,240.90","3,293,049",131,0,
2009,FR,FRF3,63.3,2350112,:,"42,389.60","3,197,497",116,0,
2010,FR,FRF3,64.2,2350920,:,"43,004","4,532,350",116,0,
2011,FR,FRF3,64.6,2350657,:,"45,269","4,331,517",126,0,
2012,FR,FRF3,63.2,2349816,:,"45,277.10","4,578,780",129,0,
2013,FR,FRF3,64.1,2345197,:,"45,599.20","4,683,213",117,0,
2014,FR,FRF3,63.5,2342397,:,"45,902.40","4,570,592",120,0,
2015,FR,FRF3,62.5,2341531,"57,818.66","46,769.90","4,610,826",123,0,
2016,FR,FRF3,62.3,2337788,"57,456.41","47,590.10","4,747,018",112,0,
2017,FR,FRF3,63.3,2331204,"57,726.85",:,"5,049,473",116,0,
2007,FR,FRG0,62.1,3482594,:,"65,023.40","12,767,983","1,269",0,
2008,FR,FRG0,64.7,3510170,:,"67,263.40","12,855,571","1,344",0,
2009,FR,FRG0,63.3,3539048,:,"66,936.80","13,155,747","1,287",0,
2010,FR,FRG0,64.2,3571495,:,"68,853.80","16,052,661","1,484",0,
2011,FR,FRG0,64.6,3601113,:,"70,186.10","16,599,780","1,586",0,
2012,FR,FRG0,63.2,3632614,:,"72,072.90","16,455,836","1,778",1,
2013,FR,FRG0,64.1,3660852,:,"72,896.60","16,890,259","1,926",1,
2014,FR,FRG0,63.5,3690833,:,"73,772.40","17,442,749","2,046",1,
2015,FR,FRG0,62.5,3718512,"109,964.73","74,896.30","18,190,941","2,155",1,
2016,FR,FRG0,62.3,3737632,"112,121.41","75,964.40","18,365,882","2,359",1,
2017,FR,FRG0,63.3,3756053,"116,125.85",:,"19,708,292","2,718",1,
2007,FR,FRH0,62.1,3120288,:,"56,675.30","11,992,439",945,0,
2008,FR,FRH0,64.7,3149701,:,"59,773.90","11,693,271",938,0,
2009,FR,FRH0,63.3,3175064,:,"59,329.60","12,210,279",863,0,
2010,FR,FRH0,64.2,3199066,:,"60,947.90","15,253,929",792,0,
2011,FR,FRH0,64.6,3217767,:,"62,655.90","15,773,318",790,0,
2012,FR,FRH0,63.2,3237097,:,"63,526.50","15,166,836",834,0,
2013,FR,FRH0,64.1,3258707,:,"63,625.60","16,091,429",811,0,
2014,FR,FRH0,63.5,3276543,:,"64,280.30","16,468,399",805,0,
2015,FR,FRH0,62.5,3293850,"91,405.56","64,789.60","17,662,136",834,0,
2016,FR,FRH0,62.3,3306529,"93,100.94","66,102.20","17,289,641",881,0,
2017,FR,FRH0,63.3,3315901,"96,669.24",:,"19,094,432",934,0,
2007,FR,FRI1,62.1,3150890,:,"60,695.40","15,451,070","2,668",0,
2008,FR,FRI1,64.7,3177625,:,"62,257.60","15,674,243","2,833",0,
2009,FR,FRI1,63.3,3206137,:,"61,482.10","16,174,743","2,626",0,
2010,FR,FRI1,64.2,3232352,:,"63,275","22,862,521","2,765",0,
2011,FR,FRI1,64.6,3254233,:,"65,124.40","23,878,736","3,000",0,
2012,FR,FRI1,63.2,3285970,:,"66,247.70","23,241,615","3,155",0,
2013,FR,FRI1,64.1,3316889,:,"66,377.60","23,881,575","3,300",1,
2014,FR,FRI1,63.5,3343326,:,"67,686.50","23,148,558","3,438",1,
2015,FR,FRI1,62.5,3370578,"96,758.29","68,694","24,635,677","3,623",1,
2016,FR,FRI1,62.3,3393297,"98,915.14","69,382.90","25,144,142","3,891",1,
2017,FR,FRI1,63.3,3414116,"103,102.76",:,"26,837,450","4,142",1,
2007,FR,FRI2,62.1,737001,:,"12,943.60","1,623,860",205,0,
2008,FR,FRI2,64.7,740743,:,"13,561.60","1,666,083",198,0,
2009,FR,FRI2,63.3,741785,:,"13,135.80","1,678,605",181,0,
2010,FR,FRI2,64.2,742771,:,"13,378.90","2,121,223",163,0,
2011,FR,FRI2,64.6,741072,:,"13,658.20","2,193,716",166,0,
2012,FR,FRI2,63.2,738633,:,"13,645.50","2,182,530",151,0,
2013,FR,FRI2,64.1,737509,:,"13,489","2,188,033",148,0,
2014,FR,FRI2,63.5,738120,:,"13,694.60","1,991,377",145,0,
2015,FR,FRI2,62.5,738031,"18,189.74","13,617.30","2,081,958",146,0,
2016,FR,FRI2,62.3,736015,"18,689.65","13,849.70",:,145,0,
2017,FR,FRI2,63.3,734296,"19,382.12",:,:,154,0,
2007,FR,FRI3,62.1,1739780,:,"31,006.10","9,304,888",162,0,
2008,FR,FRI3,64.7,1752708,:,"32,316.70","9,355,299",173,0,
2009,FR,FRI3,63.3,1760575,:,"31,614.50","9,613,758",151,0,
2010,FR,FRI3,64.2,1770363,:,"32,558.40","11,369,306",94,0,
2011,FR,FRI3,64.6,1777773,:,"33,267.70","11,808,912",113,0,
2012,FR,FRI3,63.2,1783991,:,"33,761.90","11,796,439",117,0,
2013,FR,FRI3,64.1,1789779,:,"33,721.10","11,880,148",107,0,
2014,FR,FRI3,63.5,1797698,:,"34,228.40","11,843,455",105,0,
2015,FR,FRI3,62.5,1802873,"48,192.46","34,195.70","12,246,717",108,0,
2016,FR,FRI3,62.3,1806291,"48,262.66","34,919.90","12,939,208",110,0,
2017,FR,FRI3,63.3,1808700,"49,402.05",:,"13,663,820",111,0,
2007,FR,FRJ1,62.1,2560870,:,"43,232.90","17,231,377","1,218",0,
2008,FR,FRJ1,64.7,2581718,:,"44,959.90","17,450,865","1,227",0,
2009,FR,FRJ1,63.3,2610890,:,"44,512.30","18,247,686","1,182",0,
2010,FR,FRJ1,64.2,2636350,:,"45,879.30","25,023,560","1,054",0,
2011,FR,FRJ1,64.6,2670046,:,"47,151.20","25,615,141","1,215",0,
2012,FR,FRJ1,63.2,2700266,:,"48,234.30","25,345,917","1,215",0,
2013,FR,FRJ1,64.1,2729721,:,"48,190.20","25,906,250","1,316",0,
2014,FR,FRJ1,63.5,2751592,:,"48,956.30","25,730,827","1,330",0,
2015,FR,FRJ1,62.5,2772683,"68,279.68","49,677.30","26,080,809","1,361",0,
2016,FR,FRJ1,62.3,2793303,"69,318.15","50,187.60","25,943,809","1,447",0,
2017,FR,FRJ1,63.3,2809609,"70,877.96",:,"27,682,118","1,554",0,
2007,FR,FRJ2,62.1,2810247,:,"53,554.80","9,049,060","3,351",0,
2008,FR,FRJ2,64.7,2838228,:,"54,904.60","9,309,359","3,566",0,
2009,FR,FRJ2,63.3,2862707,:,"54,872","9,114,677","3,429",0,
2010,FR,FRJ2,64.2,2881756,:,"56,400","12,547,530","3,388",0,
2011,FR,FRJ2,64.6,2903420,:,"58,012.30","13,003,852","3,687",1,
2012,FR,FRJ2,63.2,2926592,:,"59,635.60","13,033,780","4,030",1,
2013,FR,FRJ2,64.1,2954157,:,"60,222.30","13,068,451","4,024",1,
2014,FR,FRJ2,63.5,2979161,:,"61,358.60","12,730,343","4,001",1,
2015,FR,FRJ2,62.5,3001502,"91,046.31","62,269.30","12,838,854","4,010",1,
2016,FR,FRJ2,62.3,3015132,"92,825.04","62,950.60","13,102,256","4,222",1,
2017,FR,FRJ2,63.3,3030683,"95,248.69",:,"13,458,647","4,830",1,
2007,FR,FRK1,62.1,1339247,:,"24,136.80","4,085,677",279,0,
2008,FR,FRK1,64.7,1341863,:,"25,247.10","4,187,897",269,0,
2009,FR,FRK1,63.3,1343964,:,"24,519","4,323,871",205,0,
2010,FR,FRK1,64.2,1347387,:,"25,219.50","5,614,147",181,0,
2011,FR,FRK1,64.6,1350682,:,"25,685.90","5,628,339",194,0,
2012,FR,FRK1,63.2,1354104,:,"26,346.50","5,694,605",188,0,
2013,FR,FRK1,64.1,1357668,:,"26,437.60","5,734,986",208,0,
2014,FR,FRK1,63.5,1360461,:,"26,733.30","5,484,271",207,0,
2015,FR,FRK1,62.5,1362367,"36,555.35","26,755.20","5,720,079",196,0,
2016,FR,FRK1,62.3,1363392,"35,724.53","27,229.20","5,873,966",197,0,
2017,FR,FRK1,63.3,1363035,"35,828.32",:,"5,986,046",192,0,
2007,FR,FRK2,62.1,6065959,:,"128,109.70","17,548,413","3,987",0,
2008,FR,FRK2,64.7,6117229,:,"130,494.10","17,813,827","4,318",0,
2009,FR,FRK2,63.3,6174040,:,"128,229.70","17,622,186","4,184",1,
2010,FR,FRK2,64.2,6230691,:,"132,260.90","34,276,655","4,194",1,
2011,FR,FRK2,64.6,6283541,:,"137,127.90","33,984,089","4,455",1,
2012,FR,FRK2,63.2,6341160,:,"141,184.60","34,554,724","4,456",1,
2013,FR,FRK2,64.1,6399927,:,"142,646.60","34,844,554","4,528",1,
2014,FR,FRK2,63.5,6460505,:,"145,556.10","33,789,536","4,477",1,
2015,FR,FRK2,62.5,6515331,"213,642.10","148,382.60","34,421,231","4,566",1,
2016,FR,FRK2,62.3,6553497,"218,819.80","149,600.50","35,064,883","5,006",1,
2017,FR,FRK2,63.3,6594307,"227,320.39",:,"36,006,940","5,377",1,
2007,FR,FRL0,62.1,4864015,:,"92,492.10","20,849,458","8,993",0,
2008,FR,FRL0,64.7,4882913,:,"97,054","21,017,343","8,963",0,
2009,FR,FRL0,63.3,4889053,:,"96,573","21,417,500","8,793",0,
2010,FR,FRL0,64.2,4899155,:,"99,257.70","35,889,843","8,722",0,
2011,FR,FRL0,64.6,4916069,:,"102,140","37,388,076","9,106",0,
2012,FR,FRL0,63.2,4935576,:,"103,834.90","37,030,502","9,963",1,
2013,FR,FRL0,64.1,4953675,:,"103,951.70","36,103,295","10,161",1,
2014,FR,FRL0,63.5,4983438,:,"104,934.50","35,042,229","10,164",1,
2015,FR,FRL0,62.5,5007977,"154,081.04","106,284","35,892,755","10,341",1,
2016,FR,FRL0,62.3,5021928,"155,382.11","107,395.10","34,497,897","10,644",1,
2017,FR,FRL0,63.3,5036446,"158,136.04",:,"37,124,962","11,356",1,
2007,FR,FRM0,62.1,299209,:,"5,092.40","3,950,120","1,246",0,
2008,FR,FRM0,64.7,302966,:,"5,431.90","3,942,779","1,322",0,
2009,FR,FRM0,63.3,305674,:,"5,577.80","4,291,631","1,389",0,
2010,FR,FRM0,64.2,309693,:,"5,747.50","6,436,816","1,411",0,
2011,FR,FRM0,64.6,314486,:,"5,823.40","6,544,702","1,464",0,
2012,FR,FRM0,63.2,316257,:,"6,250.30","6,218,006","1,494",0,
2013,FR,FRM0,64.1,320208,:,"6,303","7,102,077","1,604",0,
2014,FR,FRM0,63.5,324212,:,"6,261.30","6,474,592","1,667",0,
2015,FR,FRM0,62.5,327283,"8,761.71","6,255","6,896,236","1,719",0,
2016,FR,FRM0,62.3,330455,"8,963.55","6,375.40","7,096,486","1,825",0,
2017,FR,FRM0,63.3,333542,"9,229.77",:,"7,795,454","2,003",0,
2007,FR,FRY1,62.1,:,:,"6,103.10",:,"1,110",0,
2008,FR,FRY1,64.7,:,:,"6,462.60",:,"1,124",0,
2009,FR,FRY1,63.3,:,:,"6,450",:,"1,047",0,
2010,FR,FRY1,64.2,:,:,"6,602.60",:,"1,085",0,
2011,FR,FRY1,64.6,:,:,"6,815.60",:,"1,161",0,
2012,FR,FRY1,63.2,:,:,"6,920.20",:,"1,057",0,
2013,FR,FRY1,64.1,437713,:,"6,957.30",:,"1,082",0,
2014,FR,FRY1,63.5,435293,:,"7,057.90","825,820","1,073",0,
2015,FR,FRY1,62.5,433674,"9,723.56","7,251.40","826,291","1,102",0,
2016,FR,FRY1,62.3,429856,"9,880.29","7,363.50",:,"1,186",0,
2017,FR,FRY1,63.3,426449,"10,194.76",:,"973,185","1,234",0,
2007,FR,FRY2,62.1,397730,:,"5,765.50",:,799,0,
2008,FR,FRY2,64.7,397693,:,"6,101.10",:,787,0,
2009,FR,FRY2,63.3,396404,:,"6,211.70",:,746,0,
2010,FR,FRY2,64.2,394173,:,"6,507.60",:,777,0,
2011,FR,FRY2,64.6,392291,:,"6,631.50","1,374,252",808,0,
2012,FR,FRY2,63.2,388364,:,"6,577","1,303,150",781,0,
2013,FR,FRY2,64.1,385551,:,"6,619","1,423,789",812,0,
2014,FR,FRY2,63.5,383911,:,"6,736.80","1,115,571",807,0,
2015,FR,FRY2,62.5,380877,"9,289.24","6,904.70","1,009,089",818,0,
2016,FR,FRY2,62.3,376480,"9,245.30","6,899.20","964,660",884,0,
2017,FR,FRY2,63.3,372666,"9,252.38",:,"1,096,459",910,0,
2007,FR,FRY3,62.1,213031,:,"2,306.20",:,190,0,
2008,FR,FRY3,64.7,219266,:,"2,383.50",:,191,0,
2009,FR,FRY3,63.3,224469,:,"2,516",:,195,0,
2010,FR,FRY3,64.2,229040,:,"2,694",:,207,0,
2011,FR,FRY3,64.6,237549,:,"2,802.70",:,214,0,
2012,FR,FRY3,63.2,239648,:,"2,866.20","284,024",207,0,
2013,FR,FRY3,64.1,244118,:,"2,900.70","278,892",209,0,
2014,FR,FRY3,63.5,252338,:,"3,092.90","238,808",213,0,
2015,FR,FRY3,62.5,259865,"4,441.32","3,134.30","284,899",219,0,
2016,FR,FRY3,62.3,269352,"4,692.06","3,276.30","266,293",242,0,
2017,FR,FRY3,63.3,278165,"4,587.11",:,"281,907",240,0,
2007,FR,FRY4,62.1,794107,:,"12,096",:,823,0,
2008,FR,FRY4,64.7,808250,:,"12,183",:,858,0,
2009,FR,FRY4,63.3,816364,:,"11,661.40",:,904,0,
2010,FR,FRY4,64.2,821136,:,"12,508.20",:,959,0,
2011,FR,FRY4,64.6,828581,:,"11,816.80","785,945","1,046",0,
2012,FR,FRY4,63.2,833944,:,"11,786.10","756,553",996,0,
2013,FR,FRY4,64.1,835103,:,"12,312.90","855,175",990,0,
2014,FR,FRY4,63.5,842767,:,"13,597.50","789,914",995,0,
2015,FR,FRY4,62.5,850727,"18,372.93","13,991.80","885,849","1,029",0,
2016,FR,FRY4,62.3,852924,"18,972.55","14,411.50","1,005,741","1,042",0,
2017,FR,FRY4,63.3,857816,"19,709.54",:,"1,168,459","1,128",0,
2007,FR,FRY5,62.1,:,:,918,:,:,0,
2008,FR,FRY5,64.7,:,:,"1,086.80",:,:,0,
2009,FR,FRY5,63.3,:,:,"1,077.90",:,:,0,
